date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2015-06-15,Sugar - Wholesale,KG,miscellaneous food,2273.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2015-07-15,Sugar - Wholesale,KG,miscellaneous food,2200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2015-08-15,Sugar - Wholesale,KG,miscellaneous food,2306.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2015-09-15,Sugar - Wholesale,KG,miscellaneous food,2320.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2015-10-15,Sugar - Wholesale,KG,miscellaneous food,2641.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2015-11-15,Sugar - Wholesale,KG,miscellaneous food,2720.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2015-12-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-01-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-02-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-03-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-04-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-05-15,Sugar - Wholesale,KG,miscellaneous food,3400.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-06-15,Sugar - Wholesale,KG,miscellaneous food,3400.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-07-15,Sugar - Wholesale,KG,miscellaneous food,3400.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-08-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-09-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-10-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-11-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2016-12-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-01-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-02-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-03-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-04-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-05-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-06-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-07-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-08-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-09-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-10-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-11-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2017-12-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-01-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-02-15,Sugar - Wholesale,KG,miscellaneous food,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-03-15,Sugar - Wholesale,KG,miscellaneous food,3000.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-04-15,Sugar - Wholesale,KG,miscellaneous food,3000.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-05-15,Sugar - Wholesale,KG,miscellaneous food,3000.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-06-15,Sugar - Wholesale,KG,miscellaneous food,3000.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-07-15,Sugar - Wholesale,KG,miscellaneous food,3000.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2018-08-15,Sugar - Wholesale,KG,miscellaneous food,3000.0,COP,Colombia,Cundinamarca,948,Bogota,840,97,14,5,7,840_97_14_5,
2013-03-15,Garlic - Wholesale,KG,vegetables and fruits,2924.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-04-15,Garlic - Wholesale,KG,vegetables and fruits,3295.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-05-15,Garlic - Wholesale,KG,vegetables and fruits,3083.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-06-15,Garlic - Wholesale,KG,vegetables and fruits,5333.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-07-15,Garlic - Wholesale,KG,vegetables and fruits,3822.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-08-15,Garlic - Wholesale,KG,vegetables and fruits,3363.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-09-15,Garlic - Wholesale,KG,vegetables and fruits,2862.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-10-15,Garlic - Wholesale,KG,vegetables and fruits,2250.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-11-15,Garlic - Wholesale,KG,vegetables and fruits,2676.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-12-15,Garlic - Wholesale,KG,vegetables and fruits,2429.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-01-15,Garlic - Wholesale,KG,vegetables and fruits,3127.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-02-15,Garlic - Wholesale,KG,vegetables and fruits,3127.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-03-15,Garlic - Wholesale,KG,vegetables and fruits,2750.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-04-15,Garlic - Wholesale,KG,vegetables and fruits,2614.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-05-15,Garlic - Wholesale,KG,vegetables and fruits,2540.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-06-15,Garlic - Wholesale,KG,vegetables and fruits,3142.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-07-15,Garlic - Wholesale,KG,vegetables and fruits,3000.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-08-15,Garlic - Wholesale,KG,vegetables and fruits,2542.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-09-15,Garlic - Wholesale,KG,vegetables and fruits,2556.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-10-15,Garlic - Wholesale,KG,vegetables and fruits,2576.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-11-15,Garlic - Wholesale,KG,vegetables and fruits,2477.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2014-12-15,Garlic - Wholesale,KG,vegetables and fruits,2604.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2015-01-15,Garlic - Wholesale,KG,vegetables and fruits,2813.0,COP,Colombia,Cundinamarca,948,Bogota,840,105,14,5,4,840_105_14_5,
2013-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,1119.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,1183.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,1225.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,1017.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,960.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,840.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,1033.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,1050.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,1200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2013-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,1000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,1249.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-02-15,Onions (red) - Wholesale,KG,vegetables and fruits,1264.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,1915.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,2191.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,2011.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,1613.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,1368.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,1432.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,1088.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2014-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,1081.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,1363.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-02-15,Onions (red) - Wholesale,KG,vegetables and fruits,1757.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,1993.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,2286.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,2100.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,2226.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,3216.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,3481.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,2765.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,2746.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,1000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2015-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,1700.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,1700.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-02-15,Onions (red) - Wholesale,KG,vegetables and fruits,1800.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,1600.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,1800.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,2800.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,2200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,2400.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,1200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,700.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,900.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,1000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2016-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,1600.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,1600.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-02-15,Onions (red) - Wholesale,KG,vegetables and fruits,2400.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,2400.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,3400.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,3200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-09-15,Onions (red) - Wholesale,KG,vegetables and fruits,1200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-10-15,Onions (red) - Wholesale,KG,vegetables and fruits,1200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-11-15,Onions (red) - Wholesale,KG,vegetables and fruits,1200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2017-12-15,Onions (red) - Wholesale,KG,vegetables and fruits,1800.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-01-15,Onions (red) - Wholesale,KG,vegetables and fruits,1200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-02-15,Onions (red) - Wholesale,KG,vegetables and fruits,1200.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-03-15,Onions (red) - Wholesale,KG,vegetables and fruits,900.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-04-15,Onions (red) - Wholesale,KG,vegetables and fruits,600.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-05-15,Onions (red) - Wholesale,KG,vegetables and fruits,800.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-06-15,Onions (red) - Wholesale,KG,vegetables and fruits,1400.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-07-15,Onions (red) - Wholesale,KG,vegetables and fruits,1600.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2018-08-15,Onions (red) - Wholesale,KG,vegetables and fruits,1500.0,COP,Colombia,Cundinamarca,948,Bogota,840,110,14,5,4,840_110_14_5,
2012-04-15,Onions (white) - Wholesale,KG,vegetables and fruits,1709.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-05-15,Onions (white) - Wholesale,KG,vegetables and fruits,1490.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-06-15,Onions (white) - Wholesale,KG,vegetables and fruits,1156.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-07-15,Onions (white) - Wholesale,KG,vegetables and fruits,1042.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-08-15,Onions (white) - Wholesale,KG,vegetables and fruits,832.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-09-15,Onions (white) - Wholesale,KG,vegetables and fruits,890.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-10-15,Onions (white) - Wholesale,KG,vegetables and fruits,950.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-11-15,Onions (white) - Wholesale,KG,vegetables and fruits,770.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2012-12-15,Onions (white) - Wholesale,KG,vegetables and fruits,700.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-01-15,Onions (white) - Wholesale,KG,vegetables and fruits,600.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-03-15,Onions (white) - Wholesale,KG,vegetables and fruits,505.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-04-15,Onions (white) - Wholesale,KG,vegetables and fruits,483.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-05-15,Onions (white) - Wholesale,KG,vegetables and fruits,525.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-06-15,Onions (white) - Wholesale,KG,vegetables and fruits,650.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-07-15,Onions (white) - Wholesale,KG,vegetables and fruits,1040.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-08-15,Onions (white) - Wholesale,KG,vegetables and fruits,960.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-09-15,Onions (white) - Wholesale,KG,vegetables and fruits,990.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-10-15,Onions (white) - Wholesale,KG,vegetables and fruits,840.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-11-15,Onions (white) - Wholesale,KG,vegetables and fruits,950.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2013-12-15,Onions (white) - Wholesale,KG,vegetables and fruits,886.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-01-15,Onions (white) - Wholesale,KG,vegetables and fruits,949.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-02-15,Onions (white) - Wholesale,KG,vegetables and fruits,802.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-03-15,Onions (white) - Wholesale,KG,vegetables and fruits,915.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-04-15,Onions (white) - Wholesale,KG,vegetables and fruits,1426.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-05-15,Onions (white) - Wholesale,KG,vegetables and fruits,1405.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-06-15,Onions (white) - Wholesale,KG,vegetables and fruits,1589.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-07-15,Onions (white) - Wholesale,KG,vegetables and fruits,1700.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-08-15,Onions (white) - Wholesale,KG,vegetables and fruits,1529.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-09-15,Onions (white) - Wholesale,KG,vegetables and fruits,1256.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-10-15,Onions (white) - Wholesale,KG,vegetables and fruits,932.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-11-15,Onions (white) - Wholesale,KG,vegetables and fruits,629.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2014-12-15,Onions (white) - Wholesale,KG,vegetables and fruits,529.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-01-15,Onions (white) - Wholesale,KG,vegetables and fruits,580.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-02-15,Onions (white) - Wholesale,KG,vegetables and fruits,748.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-03-15,Onions (white) - Wholesale,KG,vegetables and fruits,919.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-04-15,Onions (white) - Wholesale,KG,vegetables and fruits,971.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-05-15,Onions (white) - Wholesale,KG,vegetables and fruits,1068.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-06-15,Onions (white) - Wholesale,KG,vegetables and fruits,1761.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-07-15,Onions (white) - Wholesale,KG,vegetables and fruits,1811.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-08-15,Onions (white) - Wholesale,KG,vegetables and fruits,1834.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-09-15,Onions (white) - Wholesale,KG,vegetables and fruits,1390.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-10-15,Onions (white) - Wholesale,KG,vegetables and fruits,1394.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-11-15,Onions (white) - Wholesale,KG,vegetables and fruits,800.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2015-12-15,Onions (white) - Wholesale,KG,vegetables and fruits,1500.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2016-01-15,Onions (white) - Wholesale,KG,vegetables and fruits,1700.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2016-02-15,Onions (white) - Wholesale,KG,vegetables and fruits,1600.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2016-03-15,Onions (white) - Wholesale,KG,vegetables and fruits,2100.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2016-04-15,Onions (white) - Wholesale,KG,vegetables and fruits,2000.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2016-05-15,Onions (white) - Wholesale,KG,vegetables and fruits,2700.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2016-06-15,Onions (white) - Wholesale,KG,vegetables and fruits,2400.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
2016-07-15,Onions (white) - Wholesale,KG,vegetables and fruits,2400.0,COP,Colombia,Cundinamarca,948,Bogota,840,111,14,5,4,840_111_14_5,
